%% LaTeX2e file `influx.dat'
%% generated by the `filecontents' environment
%% from source `main' on 2022/05/25.
%%
10000 64
12000 65
14000 60
16000 60
18000 61
20000 68
22000 76
24000 65
26000 65
28000 67
